standard,standard_area,source_version,scope_or_group,role_count,base_nodes,closed_dimensions,member_counts,formula,reportable_coordinates,technical_coordinates,typed_open_dimensions,excluded_repetitions,source_locator,notes,role_codes
ESRS,E5,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,E5 taxonomy roles 305053,1,1,TypeOfWaste; TypeOfRecoveryOperations; CurrentlyStatedBaselineMilestonesOrTargetYears,3; 4; 3,1 x 3 x 4 x 3,36,36,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-305053,ReportingScopeAxis excluded from headline,305053
ESRS,E5,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,E5 taxonomy roles 305054,1,1,TypeOfWaste; TypeOfWasteTreatment; CurrentlyStatedBaselineMilestonesOrTargetYears,3; 4; 3,1 x 3 x 4 x 3,36,36,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-305054,ReportingScopeAxis excluded from headline,305054
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 200615,1,1,AdministrativeManagementAndSupervisoryBodies,4,1 x 4,4,4,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-200615,,200615
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 201411,1,24,CurrentlyStatedBaselineMilestonesOrTargetYears; IdentifierOfTargetTyped,3; 1,24 x 3 x 1,72,72,IdentifierOfTargetTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-201411,ReportingScopeAxis excluded from headline,201411
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 201513,1,11,CurrentlyStatedBaselineMilestonesOrTargetYears; NamesOfMetricsTyped,3; 1,11 x 3 x 1,33,33,NamesOfMetricsTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-201513,ReportingScopeAxis excluded from headline,201513
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 200713,1,1,ESRSSEC1Sectors; OperatingSegmentTyped,1; 1,1 x 1 x 1,1,1,OperatingSegmentTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-200713,ReportingScopeAxis excluded from headline,200713
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 200612,1,1,Gender,5,1 x 5,5,5,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-200612,ReportingScopeAxis excluded from headline,200612
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 200712,1,2,GeographicalAreaTyped,1,2 x 1,2,2,GeographicalAreaTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-200712,ReportingScopeAxis excluded from headline,200712
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 201311,1,18,IdentifierOfActionPlanTyped,1,18 x 1,18,18,IdentifierOfActionPlanTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-201311,ReportingScopeAxis excluded from headline,201311
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 201321,1,4,IdentifierOfActionPlanTyped,1,4 x 1,4,4,IdentifierOfActionPlanTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-201321,,201321
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 200731,1,28,IdentifierOfImpactRiskAndOpportunityTyped,1,28 x 1,28,28,IdentifierOfImpactRiskAndOpportunityTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-200731,,200731
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 201211,1,11,IdentifierOfPolicyTyped,1,11 x 1,11,11,IdentifierOfPolicyTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-201211,,201211
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 201421,1,10,IdentifierOfTargetTyped,1,10 x 1,10,10,IdentifierOfTargetTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-201421,,201421
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 201422,1,13,IdentifierOfTargetTyped,1,13 x 1,13,13,IdentifierOfTargetTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-201422,ReportingScopeAxis excluded from headline,201422
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 200613,1,1,NameOfOtherThanGenderAspectOfDiversityTyped,1,1 x 1,1,1,NameOfOtherThanGenderAspectOfDiversityTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-200613,ReportingScopeAxis excluded from headline,200613
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,"ESRS 2 taxonomy roles 200522, 200523, 201511",3,15,NamesOfMetricsTyped,1,15 x 1,15,15,NamesOfMetricsTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-200522;role-200523;role-201511,,200522;200523;201511
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 201322,1,3,TimeHorizon; IdentifierOfActionPlanTyped,4; 1,3 x 4 x 1,12,12,IdentifierOfActionPlanTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-201322,ReportingScopeAxis excluded from headline,201322
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 200811,1,23,TopicalESRS,11,23 x 11,253,253,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-200811,ReportingScopeAxis excluded from headline,200811
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 200614,1,9,TopicalESRS,2,9 x 2,18,18,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-200614,,200614
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 200631,1,9,TopicalESRS,2,9 x 2,18,18,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-200631,ReportingScopeAxis excluded from headline,200631
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 200721,1,9,TopicalESRS,5,9 x 5,45,45,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-200721,,200721
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 200524,1,8,TopicalESRS,6,8 x 6,48,48,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-200524,,200524
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,ESRS 2 taxonomy roles 200722,1,6,TopicalESRS; NameOfStakeholderTyped,5; 1,6 x 5 x 1,30,30,NameOfStakeholderTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-200722,,200722
ESRS,ESRS 2,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,"ESRS 2 taxonomy roles 200511, 200521, 200611, 200711",4,70,none,1,70 x 1,70,70,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-200511;role-200521;role-200611;role-200711,ReportingScopeAxis excluded from headline,200511;200521;200611;200711
ESRS,G1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,G1 taxonomy roles 501082,1,3,Country; CurrentlyStatedBaselineMilestonesOrTargetYears; TypeOfRecipientOrBeneficiaryTyped,1; 3; 1,3 x 1 x 3 x 1,9,9,TypeOfRecipientOrBeneficiaryTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-501082,ReportingScopeAxis excluded from headline,501082
ESRS,G1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,G1 taxonomy roles 501092,1,1,Country; SupplierCategoryTyped; GeographicalAreaTyped,1; 1; 1,1 x 1 x 1 x 1,1,1,SupplierCategoryTyped; GeographicalAreaTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-501092,,501092
ESRS,G1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,"G1 taxonomy roles 501031, 501071, 501081, 501091",4,36,CurrentlyStatedBaselineMilestonesOrTargetYears,3,36 x 3,108,108,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-501031;role-501071;role-501081;role-501091,ReportingScopeAxis excluded from headline,501031;501071;501081;501091
ESRS,G1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,G1 taxonomy roles 501061,1,23,CurrentlyStatedBaselineMilestonesOrTargetYears; IdentifierOfTargetTyped,3; 1,23 x 3 x 1,69,69,IdentifierOfTargetTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-501061,ReportingScopeAxis excluded from headline,501061
ESRS,G1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,G1 taxonomy roles 501083,1,3,CurrentlyStatedBaselineMilestonesOrTargetYears; TypeOfRecipientOrBeneficiaryTyped; GeographicalAreaTyped,3; 1; 1,3 x 3 x 1 x 1,9,9,TypeOfRecipientOrBeneficiaryTyped; GeographicalAreaTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-501083,ReportingScopeAxis excluded from headline,501083
ESRS,G1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,G1 taxonomy roles 501033,1,8,Employees; CurrentlyStatedBaselineMilestonesOrTargetYears,5; 3,8 x 5 x 3,120,120,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-501033,ReportingScopeAxis excluded from headline,501033
ESRS,G1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,G1 taxonomy roles 501032,1,8,Employees; CurrentlyStatedBaselineMilestonesOrTargetYears; RegionTyped,5; 3; 1,8 x 5 x 3 x 1,120,120,RegionTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-501032,ReportingScopeAxis excluded from headline,501032
ESRS,G1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,G1 taxonomy roles 501041,1,18,IdentifierOfActionPlanTyped,1,18 x 1,18,18,IdentifierOfActionPlanTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-501041,ReportingScopeAxis excluded from headline,501041
ESRS,G1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,G1 taxonomy roles 501051,1,4,IdentifierOfActionPlanTyped,1,4 x 1,4,4,IdentifierOfActionPlanTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-501051,,501051
ESRS,G1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,G1 taxonomy roles 501011,1,11,IdentifierOfPolicyTyped,1,11 x 1,11,11,IdentifierOfPolicyTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-501011,,501011
ESRS,G1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,G1 taxonomy roles 501052,1,3,TimeHorizon; IdentifierOfActionPlanTyped,4; 1,3 x 4 x 1,12,12,IdentifierOfActionPlanTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-501052,ReportingScopeAxis excluded from headline,501052
ESRS,G1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,"G1 taxonomy roles 501001, 501007",2,5,TopicalESRS,2,5 x 2,10,10,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-501001;role-501007,,501001;501007
ESRS,Other,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,Other taxonomy roles 601011,1,4,IdentifierOfImpactRiskAndOpportunityTyped,1,4 x 1,4,4,IdentifierOfImpactRiskAndOpportunityTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-601011,,601011
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,S1 taxonomy roles 401082,1,2,Country; CurrentlyStatedBaselineMilestonesOrTargetYears,1; 3,2 x 1 x 3,6,6,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401082,ReportingScopeAxis excluded from headline,401082
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,S1 taxonomy roles 401162,1,1,Country; CurrentlyStatedBaselineMilestonesOrTargetYears; OrdinaryBasicSalaryAndComplementaryOrVariableComponentsTyped; OperatingSegmentTyped; EmployeeCategoryTyped,1; 3; 1; 1; 1,1 x 1 x 3 x 1 x 1 x 1,3,3,OrdinaryBasicSalaryAndComplementaryOrVariableComponentsTyped; OperatingSegmentTyped; EmployeeCategoryTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401162,ReportingScopeAxis excluded from headline,401162
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,S1 taxonomy roles 401112,1,5,Country; EmployeesAndNonemployees,1; 3,5 x 1 x 3,15,15,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401112,,401112
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,S1 taxonomy roles 401102,1,1,Country; EmployeesAndNonemployees; CurrentlyStatedBaselineMilestonesOrTargetYears,1; 3; 3,1 x 1 x 3 x 3,9,9,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401102,ReportingScopeAxis excluded from headline,401102
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,"S1 taxonomy roles 401061, 401071, 401081, 401091, 401121, 401141, 401151, 401161, 401171",9,68,CurrentlyStatedBaselineMilestonesOrTargetYears,3,68 x 3,204,204,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401061;role-401071;role-401081;role-401091;role-401121;role-401141;role-401151;role-401161;role-401171,ReportingScopeAxis excluded from headline,401061;401071;401081;401091;401121;401141;401151;401161;401171
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,S1 taxonomy roles 401063,1,2,CurrentlyStatedBaselineMilestonesOrTargetYears; Country,3; 1,2 x 3 x 1,6,6,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401063,ReportingScopeAxis excluded from headline,401063
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,S1 taxonomy roles 401052,1,27,CurrentlyStatedBaselineMilestonesOrTargetYears; IdentifierOfTargetTyped,3; 1,27 x 3 x 1,81,81,IdentifierOfTargetTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401052,ReportingScopeAxis excluded from headline,401052
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,S1 taxonomy roles 401083,1,1,CurrentlyStatedBaselineMilestonesOrTargetYears; RegionTyped,3; 1,1 x 3 x 1,3,3,RegionTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401083,ReportingScopeAxis excluded from headline,401083
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,"S1 taxonomy roles 401101, 401111",2,4,EmployeesAndNonemployees,3,4 x 3,12,12,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401101;role-401111,,401101;401111
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,"S1 taxonomy roles 401131, 401142",2,13,EmployeesAndNonemployees; CurrentlyStatedBaselineMilestonesOrTargetYears,3; 3,13 x 3 x 3,117,117,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401131;role-401142,ReportingScopeAxis excluded from headline,401131;401142
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,"S1 taxonomy roles 401062, 401092, 401122, 401152",4,7,Gender; CurrentlyStatedBaselineMilestonesOrTargetYears,5; 3,7 x 5 x 3,105,105,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401062;role-401092;role-401122;role-401152,ReportingScopeAxis excluded from headline,401062;401092;401122;401152
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,S1 taxonomy roles 401132,1,2,Gender; EmployeesAndNonemployees; CurrentlyStatedBaselineMilestonesOrTargetYears; EmployeeCategoryTyped,5; 3; 3; 1,2 x 5 x 3 x 3 x 1,90,90,EmployeeCategoryTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401132,ReportingScopeAxis excluded from headline,401132
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,S1 taxonomy roles 401064,1,3,Gender; TypeOfEmployeeContract; CurrentlyStatedBaselineMilestonesOrTargetYears,5; 6; 3,3 x 5 x 6 x 3,270,270,,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401064,ReportingScopeAxis excluded from headline,401064
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,"S1 taxonomy roles 401041, 401043",2,27,IdentifierOfActionPlanTyped,1,27 x 1,27,27,IdentifierOfActionPlanTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401041;role-401043,,401041;401043
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,S1 taxonomy roles 401042,1,19,IdentifierOfActionPlanTyped,1,19 x 1,19,19,IdentifierOfActionPlanTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401042,ReportingScopeAxis excluded from headline,401042
ESRS,S1,EFRAG ESRS Set 1 XBRL taxonomy 2024-08-30,S1 taxonomy roles 401003,1,26,IdentifierOfImpactRiskAndOpportunityTyped,1,26 x 1,26,26,IdentifierOfImpactRiskAndOpportunityTyped,period; perimeter; entity; site; location; company master data; ReportingScopeAxis current/previous-restatement axis,role-401003,,401003
