identifier,variable,area_esg,estandar,codeESRS,codeGRI,unidad,tipo_unidad,frecuencia,tipo_valor,definicion,origen_definicion,origen_dato_operativo,evaluacion_doble_materialidad
urn:sds:reg:gri:gri_305_7_a_vii,Other standard categories of air emissions identified in relevant regulations,Ambiental,GRI,,GRI 305-7.a.vii,kilograms or multiples,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 305-7.a.vii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_305_7_b,Source of the emission factors used.,Ambiental,GRI,,GRI 305-7.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 305-7.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_305_7_c,"Standards, methodologies, assumptions, and/or calculation tools used.",Ambiental,GRI,,GRI 305-7.c,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 305-7.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_1_a,"For the organization’s significant actual and potential waste-related impacts, a description of:",Ambiental,GRI,,GRI 306-1.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-1.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_1_a_i,"the inputs, activities, and outputs that lead or could lead to these impacts;",Ambiental,GRI,,GRI 306-1.a.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-1.a.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_1_a_ii,whether these impacts relate to waste generated in the organization’s own activities or to waste generated upstream or downstream in its value chain.,Ambiental,GRI,,GRI 306-1.a.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-1.a.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_2_a,"Actions, including circularity measures, taken to prevent waste generation in the organization’s own activities and upstream and downstream in its value chain, and to manage significant impacts from waste generated.",Ambiental,GRI,,GRI 306-2.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-2.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_2_b,"If the waste generated by the organization in its own activities is managed by a third party, a description of the processes used to determine whether the third party manages the waste in line with contractual or legislative obligations.",Ambiental,GRI,,GRI 306-2.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-2.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_2_c,The processes used to collect and monitor waste-related data.,Ambiental,GRI,,GRI 306-2.c,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-2.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_3_a,"Total weight of waste generated in metric tons, and a breakdown of this total by composition of the waste.",Ambiental,GRI,,GRI 306-3.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-3.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_3_a_2106,Total number and total volume of recorded significant spills.,Ambiental,GRI,,GRI 306-3.a.2106,Numeric,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-3.a.2106).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_3_b,Contextual information necessary to understand the data and how the data has been compiled.,Ambiental,GRI,,GRI 306-3.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-3.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_3_b_2106,The following additional information for each spill that was reported in the organization’s financial statements:,Ambiental,GRI,,GRI 306-3.b.2106,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-3.b.2106).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_3_b_i_2106,Location of spill;,Ambiental,GRI,,GRI 306-3.b.i.2106,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-3.b.i.2106).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_3_b_ii_2106,Volume of spill;,Ambiental,GRI,,GRI 306-3.b.ii.2106,Numeric,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-3.b.ii.2106).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_3_b_iii_2106,"Material of spill, categorized by: oil spills (soil or water surfaces), fuel spills (soil or water surfaces), spills of wastes (soil or water surfaces), spills of chemicals (mostly soil or water surfaces), and other (to be specified by the organization).",Ambiental,GRI,,GRI 306-3.b.iii.2106,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-3.b.iii.2106).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_3_c_2106,Impacts of significant spills.,Ambiental,GRI,,GRI 306-3.c.2106,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-3.c.2106).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_4_a,"Total weight of waste diverted from disposal in metric tons, and a breakdown of this total by composition of the waste.",Ambiental,GRI,,GRI 306-4.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-4.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_4_b,"Total weight of hazardous waste diverted from disposal in metric tons, and a breakdown of this total by the following recovery operations:",Ambiental,GRI,,GRI 306-4.b,Metric Tons,Mass,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-4.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_4_b_i,Preparation for reuse;,Ambiental,GRI,,GRI 306-4.b.i,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-4.b.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_4_b_ii,Recycling,Ambiental,GRI,,GRI 306-4.b.ii,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-4.b.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_4_b_iii,Other recovery operations.,Ambiental,GRI,,GRI 306-4.b.iii,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-4.b.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_4_c,"Total weight of non-hazardous waste diverted from disposal in metric tons, and a breakdown of this total by the following recovery operations:",Ambiental,GRI,,GRI 306-4.c,Metric Tons,Mass,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-4.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_4_c_i,Preparation for reuse;,Ambiental,GRI,,GRI 306-4.c.i,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-4.c.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_4_c_ii,Recycling;,Ambiental,GRI,,GRI 306-4.c.ii,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-4.c.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_4_c_iii,Other recovery operations.,Ambiental,GRI,,GRI 306-4.c.iii,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-4.c.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_4_d,"For each recovery operation listed in Disclosures 306-4-b and 306-4-c, a breakdown of the total weight in metric tons of hazardous waste and of non-hazardous waste diverted from disposal:",Ambiental,GRI,,GRI 306-4.d,Metric Tons,Mass,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-4.d).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_4_d_i,onsite,Ambiental,GRI,,GRI 306-4.d.i,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-4.d.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_4_d_ii,offsite,Ambiental,GRI,,GRI 306-4.d.ii,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-4.d.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_4_e,Contextual information necessary to understand the data and how the data has been compiled.,Ambiental,GRI,,GRI 306-4.e,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-4.e).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_a,"Total weight of waste directed to disposal in metric tons, and a breakdown of this total by composition of the waste.",Ambiental,GRI,,GRI 306-5.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_b,"Total weight of hazardous waste directed to disposal in metric tons, and a breakdown of this total by the following disposal operations:",Ambiental,GRI,,GRI 306-5.b,Metric Tons,Mass,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_b_i,Incineration (with energy recovery);,Ambiental,GRI,,GRI 306-5.b.i,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.b.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_b_ii,Incineration (without energy recovery);,Ambiental,GRI,,GRI 306-5.b.ii,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.b.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_b_iii,Landfilling,Ambiental,GRI,,GRI 306-5.b.iii,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.b.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_b_iv,Other disposal operations.,Ambiental,GRI,,GRI 306-5.b.iv,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.b.iv).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_c,"Total weight of non-hazardous waste directed to disposal in metric tons, and a breakdown of this total by the following disposal operations:",Ambiental,GRI,,GRI 306-5.c,Metric Tons,Mass,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_c_i,Incineration (with energy recovery);,Ambiental,GRI,,GRI 306-5.c.i,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.c.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_c_ii,Incineration (without energy recovery);,Ambiental,GRI,,GRI 306-5.c.ii,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.c.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_c_iii,Landfilling,Ambiental,GRI,,GRI 306-5.c.iii,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.c.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_c_iv,Other disposal operations.,Ambiental,GRI,,GRI 306-5.c.iv,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.c.iv).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_d,"For each disposal operation listed in Disclosures 306-5-b and 306-5-c, a breakdown of the total weight in metric tons of hazardous waste and of non-hazardous waste directed to disposal:",Ambiental,GRI,,GRI 306-5.d,Metric Tons,Mass,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.d).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_d_i,onsite,Ambiental,GRI,,GRI 306-5.d.i,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.d.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_d_ii,offsite,Ambiental,GRI,,GRI 306-5.d.ii,Metric Tons,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.d.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_306_5_e,Contextual information necessary to understand the data and how the data has been compiled.,Ambiental,GRI,,GRI 306-5.e,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 306-5.e).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_308_1_a,Percentage of new suppliers that were screened using environmental criteria.,Ambiental,GRI,,GRI 308-1.a,Percentage,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 308-1.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_308_2_a,Number of suppliers assessed for environmental impacts.,Ambiental,GRI,,GRI 308-2.a,Numeric,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 308-2.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_308_2_b,Number of suppliers identified as having significant actual and potential negative environmental impacts.,Ambiental,GRI,,GRI 308-2.b,Numeric,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 308-2.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_308_2_c,Significant actual and potential negative environmental impacts identified in the supply chain.,Ambiental,GRI,,GRI 308-2.c,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 308-2.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_308_2_d,Percentage of suppliers identified as having significant actual and potential negative environmental impacts with which improvements were agreed upon as a result of assessment.,Ambiental,GRI,,GRI 308-2.d,Percentage,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 308-2.d).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_308_2_e,"Percentage of suppliers identified as having significant actual and potential negative environmental impacts with which relationships were terminated as a result of assessment, and why.",Ambiental,GRI,,GRI 308-2.e,Percentage,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 308-2.e).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_1_a,"Total number and rate of new employee hires during the reporting period, by age group, gender and region.",Social,GRI,,GRI 401-1.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-1.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_1_b,"Total number and rate of employee turnover during the reporting period, by age group, gender and region.",Social,GRI,,GRI 401-1.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-1.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_2_a,"Benefits which are standard for full-time employees of the organization but are not provided to temporary or part-time employees, by significant locations of operation. These include, as a minimum:",Social,GRI,,GRI 401-2.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-2.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_2_a_i,life insurance;,Social,GRI,,GRI 401-2.a.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-2.a.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_2_a_ii,health care;,Social,GRI,,GRI 401-2.a.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-2.a.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_2_a_iii,disability and invalidity coverage;,Social,GRI,,GRI 401-2.a.iii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-2.a.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_2_a_iv,parental leave;,Social,GRI,,GRI 401-2.a.iv,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-2.a.iv).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_2_a_v,retirement provision;,Social,GRI,,GRI 401-2.a.v,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-2.a.v).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_2_a_vi,stock ownership;,Social,GRI,,GRI 401-2.a.vi,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-2.a.vi).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_2_a_vii,others,Social,GRI,,GRI 401-2.a.vii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-2.a.vii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_3_a,"Total number of employees that were entitled to parental leave, by gender.",Social,GRI,,GRI 401-3.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-3.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_3_b,"Total number of employees that took parental leave, by gender.",Social,GRI,,GRI 401-3.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-3.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_3_c,"Total number of employees that returned to work in the reporting period after parental leave ended, by gender.",Social,GRI,,GRI 401-3.c,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-3.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_3_d,"Total number of employees that returned to work after parental leave ended that were still employed 12 months after their return to work, by gender.",Social,GRI,,GRI 401-3.d,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-3.d).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_401_3_e,"Return to work and retention rates of employees that took parental leave, by gender.",Social,GRI,,GRI 401-3.e,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 401-3.e).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_402_1_a,Minimum number of weeks’ notice typically provided to employees and their representatives prior to the implementation of significant operational changes that could substantially affect them.,Social,GRI,,GRI 402-1.a,Weeks,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 402-1.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_402_1_b,"For organizations with collective bargaining agreements, report whether the notice period and provisions for consultation and negotiation are specified in collective agreements.",Social,GRI,,GRI 402-1.b,Text,Text,annual,semi-narrative,Disclosure datapoint as defined in GRI masterfile (GRI 402-1.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_1_a,"A statement of whether an occupational health and safety management system has been implemented, including whether:",Social,GRI,,GRI 403-1.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-1.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_1_a_i,"the system has been implemented because of legal requirements and, if so, a list of the requirements;",Social,GRI,,GRI 403-1.a.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-1.a.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_1_a_ii,"the system has been implemented based on recognized risk management and/or management system standards/guidelines and, if so, a list of the standards/guidelines.",Social,GRI,,GRI 403-1.a.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-1.a.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_1_b,"A description of the scope of workers, activities, and workplaces covered by the occupational health and safety management system, and an explanation of whether and, if so, why any workers, activities, or workplaces are not covered.",Social,GRI,,GRI 403-1.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-1.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_10_a,For all employees:,Social,GRI,,GRI 403-10.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-10.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_10_a_i,The number of fatalities as a result of work-related ill health;,Social,GRI,,GRI 403-10.a.i,Numeric,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 403-10.a.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_10_a_ii,The number of cases of recordable work-related ill health;,Social,GRI,,GRI 403-10.a.ii,Numeric,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 403-10.a.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_10_a_iii,The main types of work-related ill health.,Social,GRI,,GRI 403-10.a.iii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-10.a.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_10_b,For all workers who are not employees but whose work and/or workplace is controlled by the organization:,Social,GRI,,GRI 403-10.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-10.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_10_b_i,The number of fatalities as a result of work-related ill health;,Social,GRI,,GRI 403-10.b.i,Numeric,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 403-10.b.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_10_b_ii,The number of cases of recordable work-related ill health;,Social,GRI,,GRI 403-10.b.ii,Numeric,Numeric,annual,numeric,Disclosure datapoint as defined in GRI masterfile (GRI 403-10.b.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_10_b_iii,The main types of work-related ill health.,Social,GRI,,GRI 403-10.b.iii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-10.b.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_10_c,"The work-related hazards that pose a risk of ill health, including:",Social,GRI,,GRI 403-10.c,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-10.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_10_c_i,how these hazards have been determined;,Social,GRI,,GRI 403-10.c.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-10.c.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_10_c_ii,which of these hazards have caused or contributed to cases of ill health during the reporting period;,Social,GRI,,GRI 403-10.c.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-10.c.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_10_c_iii,actions taken or underway to eliminate these hazards and minimize risks using the hierarchy of controls.,Social,GRI,,GRI 403-10.c.iii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-10.c.iii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_10_d,"Whether and, if so, why any workers have been excluded from this disclosure, including the types of worker excluded.",Social,GRI,,GRI 403-10.d,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-10.d).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_10_e,"Any contextual information necessary to understand how the data have been compiled, such as any standards, methodologies, and assumptions used.",Social,GRI,,GRI 403-10.e,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-10.e).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_2_a,"A description of the processes used to identify work-related hazards and assess risks on a routine and non-routine basis, and to apply the hierarchy of controls in order to eliminate hazards and minimize risks, including:",Social,GRI,,GRI 403-2.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-2.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_2_a_i,"how the organization ensures the quality of these processes, including the competency of persons who carry them out;",Social,GRI,,GRI 403-2.a.i,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-2.a.i).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_2_a_ii,how the results of these processes are used to evaluate and continually improve the occupational health and safety management system.,Social,GRI,,GRI 403-2.a.ii,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-2.a.ii).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_2_b,"A description of the processes for workers to report work-related hazards and hazardous situations, and an explanation of how workers are protected against reprisals.",Social,GRI,,GRI 403-2.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-2.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_2_c,"A description of the policies and processes for workers to remove themselves from work situations that they believe could cause injury or ill health, and an explanation of how workers are protected against reprisals.",Social,GRI,,GRI 403-2.c,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-2.c).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_2_d,"A description of the processes used to investigate work-related incidents, including the processes to identify hazards and assess risks relating to the incidents, to determine corrective actions using the hierarchy of controls, and to determine improvements needed in the occupational health and safety management system.",Social,GRI,,GRI 403-2.d,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-2.d).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_3_a,"A description of the occupational health services’ functions that contribute to the identification and elimination of hazards and minimization of risks, and an explanation of how the organization ensures the quality of these services and facilitates workers’ access to them.",Social,GRI,,GRI 403-3.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-3.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_4_a,"A description of the processes for worker participation and consultation in the development, implementation, and evaluation of the occupational health and safety management system, and for providing access to and communicating relevant information on occupational health and safety to workers.",Social,GRI,,GRI 403-4.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-4.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_4_b,"Where formal joint management-worker health and safety committees exist, a description of their responsibilities, meeting frequency, decision-making authority, and whether and, if so, why any workers are not represented by these committees.",Social,GRI,,GRI 403-4.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-4.b).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_5_a,"A description of any occupational health and safety training provided to workers, including generic training as well as training on specific work-related hazards, hazardous activities, or hazardous situations.",Social,GRI,,GRI 403-5.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-5.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_6_a,"An explanation of how the organization facilitates workers’ access to non-occupational medical and healthcare services, and the scope of access provided.",Social,GRI,,GRI 403-6.a,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-6.a).,external-standard,entity-specific,entity-assessment-required
urn:sds:reg:gri:gri_403_6_b,"A description of any voluntary health promotion services and programs offered to workers to address major non-work-related health risks, including the specific health risks addressed, and how the organization facilitates workers’ access to these services and programs.",Social,GRI,,GRI 403-6.b,Text,Text,annual,narrative,Disclosure datapoint as defined in GRI masterfile (GRI 403-6.b).,external-standard,entity-specific,entity-assessment-required
